coin_id,trade_time,price,market_cap,volume
BTC,2024-09-07 00:00:00,53923.35611071905,1065462041080.5197,50260816556.81667
BTC,2024-09-08 00:00:00,54150.9383589072,1068954727890.2039,17048448412.007126
BTC,2024-09-09 00:00:00,54792.40755768575,1085390277573.522,18644823662.23431
BTC,2024-09-10 00:00:00,57049.118751143265,1126840069631.8132,35655419448.07046
BTC,2024-09-11 00:00:00,57624.16178336144,1137928777838.5286,29676093302.30697
BTC,2024-09-12 00:00:00,57381.764445000474,1134292554478.847,37765652735.2964
BTC,2024-09-13 00:00:00,58106.951229815284,1148469900814.253,34177859933.02337
BTC,2024-09-14 00:00:00,60620.62747295754,1197832322916.0117,31919740723.76027
BTC,2024-09-15 00:00:00,60003.29940083042,1185255944124.8464,15800120841.166773
BTC,2024-09-16 00:00:00,59214.80226801806,1169677517083.0613,17289597542.866756
BTC,2024-09-17 00:00:00,58211.123231286256,1150499194409.9338,32196570894.402115
BTC,2024-09-18 00:00:00,60317.0319794625,1191818552363.6113,34191170117.78261
BTC,2024-09-19 00:00:00,61440.41208494509,1211837853548.9263,40445339415.1129
BTC,2024-09-20 00:00:00,62966.52931910512,1243871590271.4927,41959080716.28771
BTC,2024-09-21 00:00:00,63128.224540748255,1246475981189.1353,35587830476.533394
BTC,2024-09-22 00:00:00,63403.402349259355,1254104417392.48,12938083115.659332
BTC,2024-09-23 00:00:00,63582.59956924825,1255899286380.1958,20349365412.816723
BTC,2024-09-24 00:00:00,63327.02654450202,1251095079247.0432,23998847798.757656
BTC,2024-09-25 00:00:00,64334.14274876097,1271183646356.5713,31490984593.70592
BTC,2024-09-26 00:00:00,63151.89959401337,1245721254991.302,26087643765.748165
BTC,2024-09-27 00:00:00,65130.76884023231,1287151352432.846,37995568903.94455
BTC,2024-09-28 00:00:00,65791.00212541742,1299708226182.0723,32664917503.931107
BTC,2024-09-29 00:00:00,65934.10709441357,1303217687717.8518,15342911002.84781
BTC,2024-09-30 00:00:00,65663.68986662335,1297825615076.3352,12948707838.938381
BTC,2024-10-01 00:00:00,63243.27532464382,1249577803402.1707,35124446789.27111
BTC,2024-10-02 00:00:00,60872.668543725544,1202927109017.5488,54251488433.95029
BTC,2024-10-03 00:00:00,60655.55979196848,1198652098493.4897,41870731291.86736
BTC,2024-10-04 00:00:00,60727.86395169296,1200491237695.5154,37711138441.76231
BTC,2024-10-05 00:00:00,62103.01047283253,1226663492771.043,30349059838.684578
BTC,2024-10-06 00:00:00,62091.932585194016,1226761949791.163,11095453162.990673
BTC,2024-10-07 00:00:00,62811.79972811266,1241834324867.657,14592422860.685436
BTC,2024-10-08 00:00:00,62287.39010510681,1231091696620.0955,33878876147.30253
BTC,2024-10-09 00:00:00,62185.230423727575,1229717180592.4397,28626429276.55382
BTC,2024-10-10 00:00:00,60597.15045618275,1197736450280.4102,28530748117.898792
BTC,2024-10-11 00:00:00,60195.18073772453,1189691671375.1472,29481971885.649742
BTC,2024-10-12 00:00:00,62392.34048293159,1233357176570.333,32008659336.482643
BTC,2024-10-13 00:00:00,63207.77062127557,1249002272717.2275,17665963646.417107
BTC,2024-10-14 00:00:00,62829.533686088886,1241241970951.0295,16784552979.060463
BTC,2024-10-15 00:00:00,66049.99492708022,1306085613997.8015,46553796134.14602
BTC,2024-10-16 00:00:00,66962.21994496793,1323774576161.621,51797932876.82809
BTC,2024-10-17 00:00:00,67647.54414766871,1337304399194.887,40640495380.19594
BTC,2024-10-18 00:00:00,67328.10527002988,1330387728623.8188,34512072357.92087
BTC,2024-10-19 00:00:00,68465.61920668735,1353541799303.4875,39984956633.228035
BTC,2024-10-20 00:00:00,68388.87128965274,1351942347611.1997,14110889435.452631
BTC,2024-10-21 00:00:00,68962.82918045693,1362381684459.9053,17253863432.786995
BTC,2024-10-22 00:00:00,67394.85775735618,1332326858574.4448,40485496091.95008
BTC,2024-10-23 00:00:00,67351.04793512498,1331426858508.4004,31398389967.38113
BTC,2024-10-24 00:00:00,66683.96806542306,1318285437546.2786,32676918488.059
BTC,2024-10-25 00:00:00,68214.05205157402,1347888109010.5889,35892606570.03549
BTC,2024-10-26 00:00:00,66585.66535501445,1313975091942.221,48426924850.053406
BTC,2024-10-27 00:00:00,67018.1650170265,1325192118637.2595,21169467789.89267
BTC,2024-10-28 00:00:00,67938.55412885673,1343350549900.1233,16533385730.434193
BTC,2024-10-29 00:00:00,69845.304531169,1380874923096.4146,41990540384.96554
BTC,2024-10-30 00:00:00,72781.11308158132,1439310420089.3665,65487782004.97014
BTC,2024-10-31 00:00:00,72342.62171127986,1431085552900.1965,43498144313.67304
BTC,2024-11-01 00:00:00,70264.99735573279,1390195908292.9321,45907074188.570145
BTC,2024-11-02 00:00:00,69507.92256395647,1374687306836.925,54863092261.31101
BTC,2024-11-03 00:00:00,69299.16036699413,1370516856365.7996,14709379754.965973
BTC,2024-11-04 00:00:00,68803.50626277467,1362302032218.0198,37659435506.757034
BTC,2024-11-05 00:00:00,67793.29782704762,1340192510479.9568,46183110993.79166
BTC,2024-11-06 00:00:00,69335.42553133758,1370963795352.6948,40025021601.49395
BTC,2024-11-07 00:00:00,75620.88606963192,1496392703840.9058,128492534668.23851
BTC,2024-11-08 00:00:00,75987.24178320667,1502620808927.6982,66590396087.4524
BTC,2024-11-09 00:00:00,76550.0213845611,1514048743889.1255,50687468387.720375
BTC,2024-11-10 00:00:00,76630.22631415377,1519470275068.1016,31430906055.796104
BTC,2024-11-11 00:00:00,80466.71654833542,1590846468754.067,93473126207.67865
BTC,2024-11-12 00:00:00,88637.42000322911,1756619702929.0437,133959805308.72511
BTC,2024-11-13 00:00:00,88264.59974582895,1741113172482.1243,152356811694.44943
BTC,2024-11-14 00:00:00,90488.10007497849,1790737763695.3328,136046309843.60645
BTC,2024-11-15 00:00:00,87407.51273710128,1726797438787.217,99649391847.08359
BTC,2024-11-16 00:00:00,90947.97509443703,1799276211921.9302,84382485697.84985
BTC,2024-11-17 00:00:00,90606.45489380708,1790415769635.4927,49255174407.368774
BTC,2024-11-18 00:00:00,89841.47194135105,1776887033229.9082,48556083101.64749
BTC,2024-11-19 00:00:00,90534.62459650292,1790917617392.4407,77391724184.19348
BTC,2024-11-20 00:00:00,92251.65240738312,1825195454018.501,80493234958.49161
BTC,2024-11-21 00:00:00,94217.02229634205,1862618759426.145,80747272080.24826
BTC,2024-11-22 00:00:00,98509.11859102432,1948284556982.0486,118163852022.3175
BTC,2024-11-23 00:00:00,98927.49494553401,1958091000957.8345,85746174563.98602
BTC,2024-11-24 00:00:00,97679.46381643033,1931255637661.502,47414200206.70341
BTC,2024-11-25 00:00:00,98015.9355289458,1939446484727.4285,50665680246.86775
BTC,2024-11-26 00:00:00,93004.70093103287,1838788677873.8657,89476321216.0935
BTC,2024-11-27 00:00:00,91931.83077291827,1819990514406.0881,97389239315.52954
BTC,2024-11-28 00:00:00,95981.18057210564,1899088665519.225,81469353259.75
BTC,2024-11-29 00:00:00,95661.59595817851,1892297852304.72,49067932024.40325
BTC,2024-11-30 00:00:00,97453.2473451042,1926826079390.2441,74670031635.5065
BTC,2024-12-01 00:00:00,96513.14234698225,1910022814269.8855,43580019720.720634
BTC,2024-12-02 00:00:00,97311.70719084324,1925808416477.5068,49147687432.565895
BTC,2024-12-03 00:00:00,95833.1362300365,1896576914275.523,101019861361.49252
BTC,2024-12-04 00:00:00,96031.63097759831,1900922167493.3643,87935752287.975
BTC,2024-12-05 00:00:00,98881.4694561823,1957276192604.2603,98230784298.0459
BTC,2024-12-06 00:00:00,97201.50036407741,1920742551503.6094,190460293531.53802
BTC,2024-12-07 00:00:00,99973.85150659826,1978389972043.7947,115812632020.44765
BTC,2024-12-08 00:00:00,99781.82999198174,1974739091620.7542,61061136199.7846
BTC,2024-12-09 00:00:00,101235.3717025316,2003238967638.8286,62677764785.05408
BTC,2024-12-10 00:00:00,97353.94700820887,1926047690157.6282,146846843211.51685
BTC,2024-12-11 00:00:00,96649.71446771531,1913115778728.2837,125835977742.51114
BTC,2024-12-12 00:00:00,101123.61811033697,2001746436338.842,118484957960.76833
BTC,2024-12-13 00:00:00,100000.80836535197,1979166149963.3093,100092043319.81221
BTC,2024-12-14 00:00:00,101352.22971292294,2005406021235.8357,78802903278.85962
BTC,2024-12-15 00:00:00,101367.01064553364,2007646386698.8667,57321924844.41535
BTC,2024-12-16 00:00:00,104721.50151808978,2075487816560.1924,70645074624.52869
BTC,2024-12-17 00:00:00,106074.10723541168,2097460193710.789,115184737759.33566
BTC,2024-12-18 00:00:00,106034.913402645,2100629850064.9119,93417826250.1972
BTC,2024-12-19 00:00:00,100355.5761481501,1985284833093.572,113692025885.44745
BTC,2024-12-20 00:00:00,97851.35377075805,1937022229972.2085,100611554887.24123
BTC,2024-12-21 00:00:00,97691.43431692653,1932373308116.0107,112340864006.62827
BTC,2024-12-22 00:00:00,97202.82496847633,1922768195068.165,53058382639.48845
BTC,2024-12-23 00:00:00,95094.27394862173,1884599149192.4587,44619017105.36954
BTC,2024-12-24 00:00:00,94644.91085464321,1874912975786.6604,64937790292.61125
BTC,2024-12-25 00:00:00,98695.71400782601,1951173788529.116,49169088282.15742
BTC,2024-12-26 00:00:00,99344.95417367229,1966481159354.1177,33963749856.44743
BTC,2024-12-27 00:00:00,95678.31244565405,1894744251986.1084,45049342388.18843
BTC,2024-12-28 00:00:00,94331.94727053077,1867708753554.924,41498540807.666954
BTC,2024-12-29 00:00:00,95184.61945288602,1885556552231.4314,22429850903.940086
BTC,2024-12-30 00:00:00,93663.44751964067,1854872605738.8086,24065314499.502274
BTC,2024-12-31 00:00:00,92627.28213113277,1833188187477.531,57595164139.4709
BTC,2025-01-01 00:00:00,93507.85874741491,1851839954625.13,45327464907.74362
BTC,2025-01-02 00:00:00,94384.1761153871,1869193319140.2422,23275007789.496334
BTC,2025-01-03 00:00:00,96852.14681235075,1917905016063.62,45157338602.617516
BTC,2025-01-04 00:00:00,98084.34279280754,1942834829349.9563,35721645948.10051
BTC,2025-01-05 00:00:00,98256.73876849933,1946611205641.351,20979035420.980793
BTC,2025-01-06 00:00:00,98364.58946599838,1948339898718.8586,20060293834.7155
BTC,2025-01-07 00:00:00,102229.39453189743,2024825178619.8228,46111387334.46171
BTC,2025-01-08 00:00:00,96952.09886774956,1919133187081.3127,60610257147.15405
BTC,2025-01-09 00:00:00,95016.71440989176,1885313354913.7239,65790469838.34392
BTC,2025-01-10 00:00:00,92376.27578346101,1832933628117.9436,65850881574.76184
BTC,2025-01-11 00:00:00,94736.6267420969,1876836759923.398,63433655716.757095
BTC,2025-01-12 00:00:00,94559.55167224213,1874286243377.8525,17836423168.41627
BTC,2025-01-13 00:00:00,94454.77089638807,1870314882306.9236,19608932595.53299
BTC,2025-01-14 00:00:00,94456.3493746993,1870609367804.8223,76328330233.31137
BTC,2025-01-15 00:00:00,96574.07768799194,1912603332624.1123,51241728228.81719
BTC,2025-01-16 00:00:00,100313.15239828422,1986831430651.8647,57637319739.543396
BTC,2025-01-17 00:00:00,100044.57926776377,1980935754458.284,50150102497.2729
BTC,2025-01-18 00:00:00,104160.69358484233,2063854663834.0774,69135117732.00064
BTC,2025-01-19 00:00:00,104334.61575724394,2067151195362.0425,49416447749.13053
BTC,2025-01-20 00:00:00,101275.33714814208,2014842808849.5005,72970313683.92325
BTC,2025-01-21 00:00:00,101764.90860170545,2017837068202.1384,120158523166.88387
BTC,2025-01-22 00:00:00,106182.2368201815,2098829000928.49,95344290057.8965
BTC,2025-01-23 00:00:00,103673.53509537787,2054288661793.9773,55030669602.56557
BTC,2025-01-24 00:00:00,104067.60991206947,2062360759045.0,102455227371.20761
BTC,2025-01-25 00:00:00,104835.19253555956,2076156720642.786,51418786362.7815
BTC,2025-01-26 00:00:00,104796.04077738234,2077647817531.3406,22740744964.719296
BTC,2025-01-27 00:00:00,102552.24874280207,2036324005947.406,20639818380.26942
BTC,2025-01-28 00:00:00,101958.46953745594,2019295541213.5288,93191643783.24739
BTC,2025-01-29 00:00:00,101313.11264498268,2007072201507.5273,45780526813.56264
BTC,2025-01-30 00:00:00,103718.97939813645,2056581551171.7,47425401641.53094
BTC,2025-01-31 00:00:00,104781.5135100103,2076760153260.6191,42122570869.034325
BTC,2025-02-01 00:00:00,102382.39409722165,2028504133577.489,37187819228.35328
BTC,2025-02-02 00:00:00,100674.78762544956,1996423711261.7268,22827776122.48367
BTC,2025-02-03 00:00:00,97568.31653024875,1933691439792.2544,59784234332.21204
BTC,2025-02-04 00:00:00,101466.8606657039,2011121374511.8835,122163969235.23686
BTC,2025-02-05 00:00:00,98118.43921664466,1943535291172.1597,73196693057.98114
BTC,2025-02-06 00:00:00,96582.88682919052,1912584628590.309,48848958931.79228
BTC,2025-02-07 00:00:00,96635.41875332211,1915093756057.5637,44462180396.172516
BTC,2025-02-08 00:00:00,96558.4563096667,1911296376425.356,57077722340.22422
BTC,2025-02-09 00:00:00,96558.23762501091,1914211835440.1182,20760850644.84597
BTC,2025-02-10 00:00:00,96548.57865379585,1913068773356.083,25457107581.051964
BTC,2025-02-11 00:00:00,97399.98161383197,1930742951090.367,37054987393.57789
BTC,2025-02-12 00:00:00,95739.97737079239,1898788887978.3252,36454577154.5622
BTC,2025-02-13 00:00:00,97836.18856127483,1936842454813.9983,47115618235.19051
BTC,2025-02-14 00:00:00,96561.6639990985,1914315097486.3862,29084371910.690556
BTC,2025-02-15 00:00:00,97488.48148536457,1931656846871.4856,32289906944.92862
BTC,2025-02-16 00:00:00,97569.95169430465,1934308378710.2861,14215311318.346336
BTC,2025-02-17 00:00:00,96149.3484548204,1905012222220.3691,13634794998.739267
BTC,2025-02-18 00:00:00,95776.15723852723,1898997753781.9536,25324374113.08163
BTC,2025-02-19 00:00:00,95495.89153299287,1892702154844.508,38311133144.729355
BTC,2025-02-20 00:00:00,96554.87156259285,1914337919659.5537,27703222487.389572
BTC,2025-02-21 00:00:00,98384.31738240314,1950376106325.3228,24175261969.81266
BTC,2025-02-22 00:00:00,96135.15541305285,1906058197506.3809,42477472950.92155
BTC,2025-02-23 00:00:00,96564.15414290235,1915260330870.798,18464415570.762142
BTC,2025-02-24 00:00:00,96327.46309127835,1909625674815.4763,16643044374.983364
BTC,2025-02-25 00:00:00,91396.76686930266,1814176779160.4363,45539703844.38777
BTC,2025-02-26 00:00:00,88755.7693356979,1759750360550.3337,96742453402.56294
BTC,2025-02-27 00:00:00,83900.11496524839,1664314955447.7466,69277430795.68657
BTC,2025-02-28 00:00:00,84709.14477847965,1679555320077.2097,81960688217.70384
BTC,2025-03-01 00:00:00,84441.9012237131,1674754437110.342,80695237175.07367
BTC,2025-03-02 00:00:00,86005.25629681018,1705564098300.8237,30634474722.6359
BTC,2025-03-03 00:00:00,94261.53286538439,1868321705444.4878,61859112550.80991
BTC,2025-03-04 00:00:00,86124.71418722175,1708198960874.3418,68715362745.4567
BTC,2025-03-05 00:00:00,87310.80531078295,1731441668069.6523,65863356680.42408
BTC,2025-03-06 00:00:00,90604.08098523637,1797706868227.531,51606642859.81411
BTC,2025-03-07 00:00:00,90001.40087607042,1782785866811.654,47555759124.64708
BTC,2025-03-08 00:00:00,86773.33597555371,1720436931689.2776,63216440874.73251
BTC,2025-03-09 00:00:00,86142.9833586432,1708605516770.228,18809360803.37126
BTC,2025-03-10 00:00:00,80751.13893300897,1602073794580.0344,32013406240.51754
BTC,2025-03-11 00:00:00,78783.94057934263,1563547150147.7332,49983692766.22745
BTC,2025-03-12 00:00:00,82799.1080292053,1642997419531.6057,56404462275.083046
BTC,2025-03-13 00:00:00,83884.24578828987,1662502658717.542,41782186208.59073
BTC,2025-03-14 00:00:00,81098.90052436228,1608477373718.186,32583592654.882656
BTC,2025-03-15 00:00:00,83971.70916064628,1665725559905.8198,28571483950.074646
BTC,2025-03-16 00:00:00,84391.69087647168,1674173293916.4658,10761796127.312485
BTC,2025-03-17 00:00:00,82610.61750343916,1638672153483.722,21638031633.118767
BTC,2025-03-18 00:00:00,84075.36559694471,1667799227887.438,19659366246.596867
BTC,2025-03-19 00:00:00,82780.03048688271,1642578274105.806,24557570268.85276
BTC,2025-03-20 00:00:00,86815.44109470697,1721565138141.278,33871216993.304657
BTC,2025-03-21 00:00:00,84270.84358966233,1672550706502.8184,27579127651.06656
BTC,2025-03-22 00:00:00,84009.532917822,1666749159154.2927,18091004975.919056
BTC,2025-03-23 00:00:00,83793.30854192551,1662574363663.653,7771134681.982918
BTC,2025-03-24 00:00:00,85787.70914901773,1702009594329.4495,12617587530.619724
BTC,2025-03-25 00:00:00,87327.72969669085,1732715331970.134,27270889835.1835
BTC,2025-03-26 00:00:00,87520.58391530563,1735368473904.4885,30351832942.705593
BTC,2025-03-27 00:00:00,86960.8555491039,1724854479045.6724,25522877558.700558
BTC,2025-03-28 00:00:00,87227.27158032371,1729729987159.4822,24620445368.489468
BTC,2025-03-29 00:00:00,84359.46915506005,1673182800974.1038,31674486232.097313
BTC,2025-03-30 00:00:00,82679.17255385047,1640665503855.1438,16837439419.924389
BTC,2025-03-31 00:00:00,82356.38111183756,1633996304187.2593,13428975108.070734
BTC,2025-04-01 00:00:00,82514.09365397849,1635076581047.3545,30326148749.91535
BTC,2025-04-02 00:00:00,85237.5876052852,1690602036035.04,29172899851.734768
BTC,2025-04-03 00:00:00,82526.4221526433,1637358764747.381,46332905657.77597
BTC,2025-04-04 00:00:00,83163.98757387721,1652537223074.958,36594464539.14662
BTC,2025-04-05 00:00:00,83852.00765399594,1664234880198.049,35647289400.47406
BTC,2025-04-06 00:00:00,83595.88550177493,1656020067997.187,14910400035.531416
BTC,2025-04-07 00:00:00,78211.48358199988,1555325260787.2627,36140377231.68329
BTC,2025-04-08 00:00:00,79179.29226757778,1581407565278.352,82909748172.59216
BTC,2025-04-09 00:00:00,76329.090356324,1515042499757.3254,47812787635.22632
BTC,2025-04-10 00:00:00,82622.17029546302,1640567909122.172,87408220482.11568
BTC,2025-04-11 00:00:00,79596.35732250768,1580023209138.0547,41213520154.25157
BTC,2025-04-12 00:00:00,83439.28818043756,1655868880454.1702,39813566443.76779
BTC,2025-04-13 00:00:00,85305.09728392666,1693600655371.0874,22428929482.069122
BTC,2025-04-14 00:00:00,83600.82010054543,1658923208081.8682,28731125717.934357
BTC,2025-04-15 00:00:00,84523.4524914945,1677843510120.269,33155578229.343513
BTC,2025-04-16 00:00:00,83656.49248858042,1660749023283.0562,25084671427.622566
BTC,2025-04-17 00:00:00,84105.77942167096,1670497569762.047,26948109141.803364
BTC,2025-04-18 00:00:00,84930.90857600998,1686226810049.1836,19323821375.14309
BTC,2025-04-19 00:00:00,84433.75017215389,1676373197914.5117,9550691272.782005
BTC,2025-04-20 00:00:00,85126.66244301842,1690090596771.3958,12635983530.804455
BTC,2025-04-21 00:00:00,85073.16544858096,1689008667806.3804,12625843856.313684
BTC,2025-04-22 00:00:00,87452.04699068287,1735703747771.06,40070025414.28289
BTC,2025-04-23 00:00:00,93576.16588573981,1858587811717.8286,53841992235.36636
BTC,2025-04-24 00:00:00,93605.45230873208,1858660302322.256,39901515879.65954
BTC,2025-04-25 00:00:00,93872.81422867288,1864298110563.3408,30031246761.093452
BTC,2025-04-26 00:00:00,94773.11200643536,1882121595175.8462,39336184715.04292
BTC,2025-04-27 00:00:00,94644.06637120107,1879131951239.1846,15445392739.787264
BTC,2025-04-28 00:00:00,93809.33781968223,1862772247122.064,15926259371.057959
BTC,2025-04-29 00:00:00,95030.60645474444,1887067388174.3481,31913814736.53902
BTC,2025-04-30 00:00:00,94256.35946318062,1870818389258.4038,25882629766.278946
BTC,2025-05-01 00:00:00,94235.75331048167,1871350362569.0933,26541700309.366146
BTC,2025-05-02 00:00:00,96426.94522273027,1914884389769.3945,30207566405.468834
BTC,2025-05-03 00:00:00,96855.5681343944,1923251765866.1472,23276376191.483967
BTC,2025-05-04 00:00:00,95922.86842404422,1904894886394.57,13797554863.642815
BTC,2025-05-05 00:00:00,94326.62048529249,1872812442453.0322,14903122945.616686
BTC,2025-05-06 00:00:00,94758.8237105546,1882511286487.958,24086456278.203846
BTC,2025-05-07 00:00:00,96854.53198815876,1923643840814.599,23348052607.071873
BTC,2025-05-08 00:00:00,97026.49376966801,1927134557858.269,64376174032.08048
BTC,2025-05-09 00:00:00,103076.27555512934,2047883753852.6929,50020047720.65604
BTC,2025-05-10 00:00:00,102962.54045692299,2045046445523.5242,40800894903.23446
BTC,2025-05-11 00:00:00,104630.8792994166,2077132539531.3464,21558992540.042442
BTC,2025-05-12 00:00:00,103994.061616746,2065659960471.3655,27389436049.454792
BTC,2025-05-13 00:00:00,102876.8304286011,2044347271866.1707,43090605819.36596
BTC,2025-05-14 00:00:00,104184.49039270742,2069356072124.024,33861432519.50822
BTC,2025-05-15 00:00:00,103594.42575090709,2057798367292.5637,28398245846.798244
BTC,2025-05-16 00:00:00,103708.85136423641,2060142559914.034,31823340473.339912
BTC,2025-05-17 00:00:00,103556.03493982446,2057725640290.0767,25887953182.14765
BTC,2025-05-18 00:00:00,103212.36483885496,2050318521477.805,18950056010.479057
BTC,2025-05-19 00:00:00,106030.6376831359,2104889720872.8306,30744060179.802963
BTC,2025-05-20 00:00:00,105629.41580436694,2098485415895.0496,43339734153.75087
BTC,2025-05-21 00:00:00,106786.71995834043,2121778617273.821,36393687094.25122
BTC,2025-05-22 00:00:00,109665.86371625263,2178838967665.505,60722883113.84
BTC,2025-05-23 00:00:00,111560.356938144,2214712145787.249,52218408239.45193
BTC,2025-05-24 00:00:00,107216.66856870624,2131595896624.4407,49251745837.96465
BTC,2025-05-25 00:00:00,107831.36374380375,2142540077685.2197,27128230116.517162
BTC,2025-05-26 00:00:00,108861.81037744327,2163072841533.6133,29652659665.048733
BTC,2025-05-27 00:00:00,109377.71513263129,2173059855839.4187,27950577137.918888
BTC,2025-05-28 00:00:00,109068.45694901445,2167551887130.0073,38978783508.88622
BTC,2025-05-29 00:00:00,107838.18431100152,2143342706888.307,29794278037.284946
BTC,2025-05-30 00:00:00,105745.41660358038,2101348752694.3137,38279231892.56757
BTC,2025-05-31 00:00:00,104010.91956242644,2066830946978.0637,39680060337.610214
BTC,2025-06-01 00:00:00,104687.50742934884,2080467809295.7695,20432694555.09522
BTC,2025-06-02 00:00:00,105710.00593822816,2101178071590.9749,17721500507.53389
BTC,2025-06-03 00:00:00,105884.74263221149,2104229403094.936,26313843058.73954
BTC,2025-06-04 00:00:00,105434.47745144971,2095294001281.4797,25925661121.080395
BTC,2025-06-05 00:00:00,104812.9182188067,2083148839111.2068,25812143562.797962
BTC,2025-06-06 00:00:00,101650.7387545425,2020294099992.3677,39711941132.0234
BTC,2025-06-07 00:00:00,104409.74967959142,2075175500201.4253,29897390978.090103
BTC,2025-06-08 00:00:00,105681.4546141758,2100553336902.5076,17749731308.73042
